,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
414,0.1,0.94,6.0,287,4.0,No,Yes,No,technical,medium
415,0.86,1.0,5.0,257,5.0,No,Yes,No,technical,medium
416,0.4,0.46,2.0,143,3.0,No,Yes,No,technical,high
417,0.45,0.46,2.0,130,3.0,No,Yes,No,technical,low
418,0.42,0.51,2.0,136,3.0,No,Yes,No,technical,medium
419,0.74,0.92,4.0,261,5.0,No,Yes,No,technical,medium
420,0.55,0.6,3.0,180,4.0,No,Yes,No,technical,medium
421,0.37,0.45,2.0,126,3.0,No,Yes,No,support,medium
422,0.41,0.52,2.0,127,3.0,Yes,Yes,No,support,low
423,0.89,0.65,5.0,195,6.0,No,Yes,No,support,low
424,0.41,0.57,2.0,160,3.0,No,Yes,No,support,low
425,0.44,0.51,2.0,150,3.0,No,Yes,No,support,low
426,0.87,0.84,4.0,264,6.0,No,Yes,No,support,low
427,0.1,0.84,6.0,309,4.0,No,Yes,No,support,low
428,0.41,0.47,2.0,135,3.0,No,Yes,No,support,low
429,0.11,0.85,6.0,261,4.0,No,Yes,No,support,low
430,0.43,0.53,2.0,160,3.0,No,Yes,No,support,low
431,0.77,0.9,4.0,237,5.0,No,Yes,No,support,low
432,0.41,0.52,2.0,136,3.0,No,Yes,No,technical,low
433,0.41,0.48,2.0,139,3.0,No,Yes,No,technical,low
434,0.36,0.78,2.0,151,4.0,No,Yes,No,technical,low
435,0.77,1.0,5.0,229,5.0,No,Yes,No,management,low
436,0.81,0.98,5.0,245,5.0,No,Yes,No,IT,low
437,0.39,0.54,2.0,127,3.0,No,Yes,No,IT,low
438,0.09,0.94,6.0,283,5.0,No,Yes,No,IT,low
439,0.44,0.46,2.0,143,3.0,No,Yes,No,IT,low
440,0.1,0.84,5.0,298,4.0,No,Yes,No,IT,low
441,0.36,0.48,2.0,159,3.0,No,Yes,No,product_mng,low
442,0.81,0.92,5.0,239,5.0,No,Yes,No,product_mng,low
443,0.81,0.9,4.0,226,5.0,No,Yes,No,product_mng,medium
444,0.85,0.98,5.0,248,5.0,No,Yes,No,product_mng,medium
445,0.1,0.87,6.0,286,4.0,No,Yes,No,IT,medium
446,0.37,0.54,2.0,145,3.0,No,Yes,No,RandD,medium
447,0.09,0.97,7.0,254,4.0,Yes,Yes,No,RandD,medium
448,0.44,0.53,2.0,127,3.0,No,Yes,No,RandD,medium
449,0.86,0.93,5.0,223,5.0,No,Yes,No,RandD,medium
450,0.77,1.0,4.0,255,5.0,No,Yes,No,RandD,medium
451,0.41,0.48,2.0,136,3.0,No,Yes,No,marketing,medium
452,0.4,0.48,2.0,137,3.0,No,Yes,No,sales,medium
453,0.43,0.49,2.0,135,3.0,No,Yes,No,accounting,medium
454,0.43,0.5,2.0,137,3.0,No,Yes,No,support,medium
455,0.8,0.53,3.0,255,5.0,No,Yes,No,technical,high
456,0.8,0.85,4.0,273,5.0,No,Yes,No,management,low
457,0.82,0.98,5.0,234,5.0,No,Yes,No,marketing,medium
458,0.37,0.54,2.0,152,3.0,No,Yes,No,marketing,medium
459,0.37,0.48,2.0,134,3.0,No,Yes,No,marketing,medium
460,0.09,0.95,6.0,292,4.0,No,Yes,No,sales,medium
461,0.9,0.92,5.0,245,5.0,No,Yes,No,sales,low
462,0.41,0.52,2.0,159,3.0,No,Yes,No,sales,low
463,0.1,0.85,6.0,260,4.0,No,Yes,No,sales,low
464,0.44,0.53,2.0,149,3.0,No,Yes,No,sales,low
465,0.89,0.85,5.0,266,5.0,No,Yes,No,sales,low
466,0.42,0.56,2.0,149,3.0,No,Yes,No,sales,low
467,0.87,1.0,5.0,242,5.0,No,Yes,No,sales,low
468,0.11,0.87,5.0,271,4.0,No,Yes,No,sales,low
469,0.09,0.79,6.0,275,4.0,No,Yes,No,sales,low
470,0.76,0.83,5.0,227,5.0,No,Yes,No,sales,low
471,0.11,0.96,7.0,277,5.0,No,Yes,No,sales,low
472,0.37,0.49,2.0,151,3.0,No,Yes,No,sales,low
473,0.1,0.79,6.0,274,4.0,No,Yes,No,sales,low
474,0.77,0.87,4.0,242,6.0,No,Yes,No,sales,low
475,0.42,0.54,2.0,143,3.0,Yes,Yes,No,sales,low
476,0.38,0.52,2.0,145,3.0,No,Yes,No,sales,low
477,0.32,0.95,5.0,172,2.0,No,Yes,No,sales,low
478,0.38,0.49,2.0,135,3.0,No,Yes,No,accounting,low
479,0.19,1.0,4.0,192,4.0,No,Yes,No,accounting,low
480,0.1,0.83,7.0,276,4.0,No,Yes,No,accounting,low
481,0.76,0.88,4.0,206,4.0,No,Yes,No,hr,medium
482,0.53,0.56,4.0,281,6.0,No,Yes,No,hr,medium
483,0.39,0.51,2.0,151,3.0,No,Yes,No,hr,medium
484,0.11,0.83,6.0,244,4.0,No,Yes,No,hr,medium
485,0.1,0.94,6.0,309,4.0,No,Yes,No,technical,medium
486,0.84,1.0,5.0,218,5.0,No,Yes,No,technical,medium
487,0.82,0.99,4.0,263,6.0,No,Yes,No,technical,medium
488,0.1,0.82,6.0,244,4.0,No,Yes,No,technical,medium
489,0.44,0.48,2.0,143,3.0,No,Yes,No,technical,medium
490,0.89,0.95,2.0,181,5.0,No,Yes,No,technical,medium
491,0.91,0.84,5.0,265,5.0,No,Yes,No,technical,medium
492,0.66,0.57,5.0,161,5.0,No,Yes,No,technical,high
493,0.11,0.87,7.0,282,5.0,No,Yes,No,technical,low
494,0.43,0.51,2.0,155,3.0,No,Yes,No,technical,medium
495,0.78,0.83,4.0,217,6.0,No,Yes,No,support,medium
496,0.11,0.97,6.0,289,5.0,No,Yes,No,support,medium
497,0.83,0.98,4.0,259,5.0,No,Yes,No,support,medium
498,0.39,0.54,2.0,158,3.0,No,Yes,No,support,low
499,0.38,0.55,2.0,158,3.0,No,Yes,No,support,low
500,0.37,0.57,2.0,155,3.0,No,Yes,No,support,low
501,0.44,0.48,2.0,146,3.0,No,Yes,No,support,low
502,0.53,0.85,2.0,164,5.0,No,Yes,No,support,low
503,0.09,0.96,6.0,259,4.0,No,Yes,No,support,low
504,0.11,0.89,6.0,293,4.0,No,Yes,No,support,low
505,0.83,0.96,5.0,275,5.0,No,Yes,No,support,low
506,0.88,1.0,5.0,219,6.0,Yes,Yes,No,technical,low
507,0.1,0.89,6.0,247,4.0,No,Yes,No,technical,low
508,0.09,0.86,7.0,309,4.0,No,Yes,No,technical,low
509,0.44,0.54,2.0,151,3.0,No,Yes,No,management,low
510,0.39,0.51,2.0,129,3.0,No,Yes,No,IT,low
511,0.87,0.94,4.0,274,5.0,No,Yes,No,IT,low
512,0.74,0.99,4.0,233,5.0,No,Yes,No,IT,low
513,0.1,0.95,7.0,289,4.0,No,Yes,No,IT,low
514,0.74,0.82,4.0,239,6.0,No,Yes,No,IT,low
515,0.75,0.99,5.0,221,5.0,No,Yes,No,product_mng,low
516,0.41,0.56,2.0,150,3.0,No,Yes,No,product_mng,low
517,0.41,0.45,2.0,144,3.0,Yes,Yes,No,product_mng,low
518,0.09,0.9,7.0,289,4.0,No,Yes,No,product_mng,low
519,0.09,0.8,6.0,301,5.0,No,Yes,No,IT,medium
520,0.39,0.57,2.0,145,3.0,No,Yes,No,accounting,medium
521,0.4,0.56,2.0,137,3.0,No,Yes,No,accounting,medium
522,0.37,0.54,2.0,131,3.0,Yes,Yes,No,hr,medium
523,0.1,0.84,6.0,246,4.0,No,Yes,No,hr,medium
524,0.43,0.51,2.0,136,3.0,No,Yes,No,hr,medium
525,0.75,0.85,5.0,240,6.0,Yes,Yes,No,marketing,medium
526,0.37,0.56,2.0,156,3.0,No,Yes,No,sales,medium
527,0.11,0.85,6.0,305,4.0,No,Yes,No,accounting,medium
528,0.45,0.45,2.0,154,3.0,Yes,Yes,No,support,medium
529,0.87,1.0,5.0,261,5.0,Yes,Yes,No,technical,medium
530,0.11,0.94,7.0,244,4.0,No,Yes,No,management,medium
531,0.45,0.54,2.0,129,3.0,No,Yes,No,marketing,high
532,0.81,0.87,4.0,254,5.0,No,Yes,No,marketing,low
533,0.89,0.92,5.0,237,5.0,No,Yes,No,sales,medium
534,0.43,0.49,2.0,135,3.0,No,Yes,No,sales,medium
535,0.78,1.0,5.0,236,5.0,No,Yes,No,sales,medium
536,0.37,0.47,2.0,149,3.0,No,Yes,No,sales,low
537,0.37,0.5,2.0,141,3.0,No,Yes,No,sales,low
538,0.85,0.82,4.0,270,5.0,No,Yes,No,sales,low
539,0.41,0.47,2.0,138,3.0,No,Yes,No,sales,low
540,0.11,0.96,6.0,298,4.0,No,Yes,No,sales,low
541,0.75,0.99,5.0,254,5.0,No,Yes,No,sales,low
542,0.82,0.85,5.0,248,5.0,No,Yes,No,sales,low
543,0.79,1.0,5.0,257,6.0,No,Yes,No,sales,low
544,0.43,0.53,2.0,150,3.0,No,Yes,No,sales,low
545,0.1,0.9,7.0,281,4.0,No,Yes,No,sales,low
546,0.46,0.48,2.0,141,3.0,Yes,Yes,No,sales,low
547,0.43,0.57,2.0,157,3.0,No,Yes,No,sales,low
548,0.43,0.55,2.0,136,3.0,No,Yes,No,sales,low
549,0.11,0.8,7.0,296,4.0,No,Yes,No,sales,low
550,0.09,0.86,6.0,279,4.0,No,Yes,No,sales,low
551,0.37,0.53,2.0,131,3.0,No,Yes,No,sales,low
552,0.4,0.57,2.0,160,3.0,No,Yes,No,accounting,low
553,0.1,0.77,7.0,291,4.0,No,Yes,No,accounting,low
554,0.41,0.53,2.0,157,3.0,No,Yes,No,accounting,low
555,0.79,0.58,3.0,294,4.0,No,Yes,No,hr,low
556,0.11,0.79,7.0,310,4.0,No,Yes,No,hr,low
557,0.1,0.97,6.0,282,4.0,No,Yes,No,hr,medium
558,0.44,0.51,2.0,134,3.0,No,Yes,No,hr,medium
559,0.25,0.46,4.0,214,4.0,No,Yes,No,technical,medium
560,0.44,0.52,2.0,137,3.0,No,Yes,No,technical,medium
561,0.73,1.0,4.0,252,5.0,No,Yes,No,technical,medium
562,0.75,0.97,5.0,243,6.0,No,Yes,No,technical,medium
563,0.36,0.47,2.0,148,3.0,No,Yes,No,technical,medium
564,0.37,0.49,2.0,151,3.0,No,Yes,No,technical,medium
565,0.39,0.49,2.0,129,3.0,No,Yes,No,technical,medium
566,0.48,0.78,2.0,198,2.0,No,Yes,No,technical,medium
567,0.57,0.72,4.0,275,6.0,No,Yes,No,technical,medium
568,0.9,0.96,5.0,243,5.0,No,Yes,No,technical,medium
569,0.39,0.55,2.0,159,3.0,No,Yes,No,technical,high
570,0.44,0.51,2.0,145,3.0,No,Yes,No,support,low
571,0.81,0.88,5.0,242,5.0,No,Yes,No,support,medium
572,0.74,0.87,5.0,242,5.0,No,Yes,No,support,medium
573,0.44,0.56,2.0,145,3.0,No,Yes,No,support,medium
574,0.41,0.56,2.0,154,3.0,No,Yes,Yes,support,medium
575,0.4,0.51,2.0,139,3.0,No,Yes,No,support,low
576,0.46,0.57,2.0,152,3.0,No,Yes,No,support,low
577,0.8,0.83,2.0,211,3.0,No,Yes,No,support,low
578,0.87,0.9,5.0,258,5.0,No,Yes,No,support,low
579,0.39,0.54,2.0,155,3.0,No,Yes,No,support,low
580,0.66,0.67,2.0,255,3.0,No,Yes,No,technical,low
581,0.1,0.8,6.0,264,4.0,No,Yes,No,technical,low
582,0.37,0.54,2.0,132,3.0,No,Yes,No,technical,low
583,0.1,0.77,6.0,255,4.0,No,Yes,No,management,low
584,0.09,0.87,5.0,263,4.0,No,Yes,No,IT,low
585,0.86,0.84,5.0,222,5.0,No,Yes,No,IT,low
586,0.11,0.9,6.0,263,4.0,No,Yes,No,IT,low
587,0.37,0.46,2.0,157,3.0,No,Yes,No,IT,low
588,0.11,0.92,7.0,307,4.0,No,Yes,No,IT,low
589,0.77,0.98,5.0,259,6.0,No,Yes,No,product_mng,low
590,0.84,0.94,5.0,222,6.0,No,Yes,No,product_mng,low
591,0.1,0.84,7.0,250,4.0,No,Yes,No,product_mng,low
592,0.83,0.9,5.0,245,5.0,No,Yes,No,product_mng,low
593,0.11,0.79,6.0,292,4.0,No,Yes,No,IT,low
594,0.86,0.92,5.0,252,5.0,No,Yes,No,RandD,low
595,0.38,0.56,2.0,161,3.0,No,Yes,No,RandD,medium
596,0.11,0.88,5.0,250,4.0,No,Yes,No,RandD,medium
597,0.45,0.49,2.0,134,3.0,No,Yes,No,RandD,medium
598,0.1,0.85,7.0,279,4.0,No,Yes,No,RandD,medium
599,0.09,0.95,7.0,256,4.0,No,Yes,No,marketing,medium
600,0.39,0.53,2.0,127,3.0,No,Yes,No,sales,medium
601,0.37,0.47,2.0,138,3.0,Yes,Yes,No,accounting,medium
602,0.81,0.97,5.0,243,5.0,No,Yes,No,support,medium
603,0.09,0.9,7.0,296,4.0,No,Yes,No,technical,medium
604,0.1,0.88,7.0,267,4.0,No,Yes,No,management,medium
605,0.39,0.49,2.0,144,3.0,No,Yes,No,marketing,medium
606,0.83,0.95,4.0,251,5.0,No,Yes,No,marketing,medium
607,0.45,0.57,2.0,148,3.0,No,Yes,No,marketing,high
608,0.43,0.51,2.0,141,3.0,No,Yes,No,sales,low
609,0.8,0.75,3.0,268,2.0,No,Yes,No,sales,medium
610,0.1,0.86,6.0,247,4.0,No,Yes,No,sales,medium
611,0.1,0.55,2.0,247,4.0,No,Yes,No,sales,medium
612,0.36,0.52,2.0,146,3.0,No,Yes,No,sales,medium
613,0.38,0.5,2.0,140,3.0,No,Yes,No,sales,low
614,0.78,0.98,5.0,263,6.0,No,Yes,No,sales,low
615,0.44,0.49,2.0,145,3.0,No,Yes,No,sales,low
616,0.41,0.46,2.0,156,3.0,Yes,Yes,No,sales,low
617,0.72,0.85,5.0,244,6.0,No,Yes,No,sales,low
618,0.46,0.54,2.0,144,3.0,No,Yes,No,sales,low
619,0.1,0.9,7.0,286,4.0,No,Yes,No,sales,low
620,0.34,0.67,4.0,141,2.0,No,Yes,No,sales,low
621,0.11,0.89,6.0,260,5.0,No,Yes,No,sales,low
622,0.38,0.56,2.0,154,3.0,No,Yes,No,sales,low
623,0.82,0.92,5.0,225,5.0,No,Yes,No,sales,low
624,0.39,0.57,2.0,127,3.0,No,Yes,No,sales,low
625,0.44,0.53,2.0,140,3.0,No,Yes,No,sales,low
626,0.43,0.52,2.0,147,3.0,No,Yes,No,sales,low
627,0.84,0.83,4.0,227,5.0,No,Yes,No,accounting,low
628,0.43,0.48,2.0,153,3.0,No,Yes,No,accounting,low
629,0.37,0.52,2.0,128,3.0,No,Yes,No,accounting,low
630,0.74,0.97,4.0,228,5.0,No,Yes,No,hr,low
631,0.73,0.97,5.0,235,5.0,No,Yes,No,hr,low
632,0.37,0.47,2.0,148,3.0,No,Yes,No,hr,low
633,0.58,0.62,4.0,238,3.0,No,Yes,No,hr,low
634,0.51,0.83,5.0,249,4.0,No,Yes,No,technical,medium
635,0.46,0.5,2.0,151,3.0,No,Yes,No,technical,medium
636,0.45,0.54,2.0,129,3.0,No,Yes,No,technical,medium
637,0.46,0.5,2.0,156,3.0,No,Yes,No,technical,medium
638,0.39,0.45,2.0,134,3.0,No,Yes,No,technical,medium
639,0.09,0.88,6.0,269,4.0,No,Yes,No,technical,medium
640,0.09,0.77,6.0,290,4.0,No,Yes,No,technical,medium
641,0.37,0.51,2.0,132,3.0,No,Yes,No,technical,medium
642,0.1,0.89,7.0,308,4.0,No,Yes,No,technical,medium
643,0.77,1.0,4.0,232,5.0,No,Yes,No,technical,medium
644,0.79,0.86,5.0,235,5.0,No,Yes,No,support,medium
645,0.43,0.55,2.0,130,3.0,No,Yes,No,support,high
646,0.38,0.53,2.0,146,3.0,No,Yes,No,support,low
647,0.77,0.91,5.0,221,6.0,No,Yes,No,support,medium
648,0.44,0.5,2.0,130,3.0,No,Yes,No,support,medium
649,0.39,0.46,2.0,136,3.0,No,Yes,No,support,medium
650,0.1,0.79,6.0,256,5.0,No,Yes,No,support,low
651,0.1,0.77,5.0,276,4.0,No,Yes,No,support,low
652,0.75,0.85,5.0,267,5.0,No,Yes,No,support,low
653,0.46,0.62,6.0,213,3.0,No,Yes,No,support,low
654,0.91,0.97,4.0,274,6.0,No,Yes,No,technical,low
655,0.1,0.92,6.0,258,4.0,No,Yes,No,technical,low
656,0.72,0.6,3.0,153,5.0,No,Yes,No,technical,low
657,0.11,0.95,6.0,245,4.0,No,Yes,No,management,low
658,0.11,0.94,6.0,264,4.0,No,Yes,No,IT,low
659,0.46,0.57,2.0,154,3.0,No,Yes,No,IT,low
660,0.37,0.46,2.0,149,3.0,No,Yes,No,IT,low
661,0.46,0.5,2.0,157,3.0,No,Yes,No,IT,low
662,0.43,0.57,2.0,127,3.0,No,Yes,No,IT,low
663,0.11,0.82,6.0,270,4.0,No,Yes,No,product_mng,low
664,0.73,0.89,5.0,236,6.0,No,Yes,No,product_mng,low
665,0.43,0.47,2.0,158,3.0,No,Yes,No,product_mng,low
666,0.86,1.0,5.0,229,5.0,No,Yes,No,product_mng,low
667,0.1,0.83,6.0,269,4.0,No,Yes,No,IT,low
668,0.4,0.49,2.0,128,3.0,No,Yes,No,sales,low
669,0.11,0.87,7.0,278,4.0,No,Yes,No,sales,low
670,0.86,0.98,3.0,158,5.0,No,Yes,No,sales,low
671,0.42,1.0,3.0,202,3.0,No,Yes,No,sales,medium
672,0.79,0.84,4.0,240,5.0,No,Yes,No,sales,medium
673,0.1,0.96,7.0,255,4.0,No,Yes,No,marketing,medium
674,0.09,0.92,7.0,254,4.0,No,Yes,No,sales,medium
675,0.09,0.82,6.0,257,4.0,No,Yes,No,accounting,medium
676,0.87,1.0,4.0,228,5.0,No,Yes,No,support,medium
677,0.36,0.49,2.0,145,3.0,No,Yes,No,technical,medium
678,0.42,0.75,3.0,218,4.0,No,Yes,No,management,medium
679,0.84,0.86,5.0,268,5.0,No,Yes,No,marketing,medium
680,0.1,0.83,6.0,278,4.0,No,Yes,No,marketing,medium
681,0.78,0.71,3.0,249,5.0,No,Yes,No,marketing,medium
682,0.35,0.99,3.0,236,4.0,No,Yes,No,sales,medium
683,0.1,0.81,7.0,291,4.0,No,Yes,No,sales,high
684,0.11,0.8,6.0,306,4.0,No,Yes,No,sales,low
685,0.43,0.48,2.0,135,3.0,No,Yes,No,sales,medium
686,0.38,0.45,2.0,156,3.0,No,Yes,No,sales,medium
687,0.46,0.54,2.0,143,3.0,No,Yes,No,sales,medium
688,0.89,0.82,4.0,243,5.0,No,Yes,No,sales,medium
689,0.45,0.5,2.0,147,3.0,No,Yes,No,sales,low
690,0.44,0.53,2.0,159,3.0,No,Yes,No,sales,low
691,0.74,0.54,5.0,216,3.0,No,Yes,No,sales,low
692,0.45,0.54,2.0,152,3.0,No,Yes,No,sales,low
693,0.79,0.93,4.0,226,5.0,No,Yes,No,sales,low
694,0.79,0.91,5.0,271,5.0,No,Yes,No,sales,low
695,0.11,0.87,6.0,255,4.0,No,Yes,No,sales,low
696,0.42,0.48,2.0,140,3.0,No,Yes,No,sales,low
697,0.64,0.9,6.0,252,2.0,No,Yes,No,sales,low
698,0.4,0.55,2.0,159,3.0,No,Yes,No,sales,low
699,0.84,0.98,5.0,270,5.0,No,Yes,No,sales,low
700,0.73,0.92,5.0,232,5.0,No,Yes,No,sales,low
701,0.4,0.51,2.0,144,3.0,No,Yes,No,accounting,low
702,0.36,0.45,2.0,127,3.0,No,Yes,No,accounting,low
703,0.43,0.47,2.0,131,3.0,No,Yes,No,accounting,low
704,0.11,0.78,6.0,243,4.0,No,Yes,No,hr,low
705,0.91,1.0,5.0,244,6.0,No,Yes,No,hr,low
706,0.8,1.0,5.0,260,5.0,No,Yes,No,hr,low
707,0.42,0.49,2.0,139,3.0,No,Yes,No,hr,low
708,0.31,0.87,4.0,184,3.0,No,Yes,No,technical,low
709,0.44,0.47,2.0,130,3.0,No,Yes,No,technical,low
710,0.38,0.54,2.0,135,3.0,No,Yes,No,technical,medium
711,0.45,0.56,2.0,146,3.0,No,Yes,No,technical,medium
712,0.43,0.46,2.0,149,3.0,No,Yes,No,technical,medium
713,0.45,0.46,2.0,153,3.0,Yes,Yes,No,technical,medium
714,0.43,0.57,2.0,160,3.0,No,Yes,No,technical,medium
715,0.43,0.49,2.0,160,3.0,No,Yes,No,technical,medium
716,0.09,0.83,6.0,282,4.0,No,Yes,No,technical,medium
717,0.43,0.47,2.0,128,3.0,No,Yes,No,technical,medium
718,0.79,0.94,4.0,232,5.0,No,Yes,No,technical,medium
719,0.85,0.58,3.0,226,2.0,No,Yes,No,support,medium
720,0.38,0.45,2.0,129,3.0,No,Yes,No,support,medium
721,0.11,0.92,7.0,255,4.0,No,Yes,No,support,medium
722,0.83,0.99,5.0,258,5.0,No,Yes,No,support,high
723,0.81,0.91,4.0,229,5.0,No,Yes,No,support,low
724,0.42,0.56,2.0,143,3.0,No,Yes,No,support,medium
725,0.11,0.87,6.0,257,4.0,No,Yes,No,support,medium
726,0.11,0.85,7.0,275,4.0,No,Yes,No,support,medium
727,0.1,0.89,7.0,291,4.0,No,Yes,No,support,medium
728,0.5,0.54,5.0,153,4.0,No,Yes,No,support,low
729,0.44,0.49,2.0,154,3.0,No,Yes,No,support,low
730,0.11,0.9,6.0,301,4.0,No,Yes,No,technical,low
731,0.39,0.52,2.0,134,3.0,No,Yes,No,technical,low
732,0.11,0.78,6.0,245,4.0,No,Yes,No,technical,low
733,0.36,0.5,2.0,132,3.0,No,Yes,No,management,low
734,0.43,0.51,2.0,130,3.0,No,Yes,No,IT,low
735,0.4,0.5,2.0,127,3.0,No,Yes,No,IT,low
736,0.86,0.84,4.0,246,6.0,No,Yes,No,IT,low
737,0.38,0.49,2.0,145,3.0,No,Yes,No,IT,low
738,0.46,0.45,2.0,138,3.0,No,Yes,Yes,IT,low
739,0.37,0.57,2.0,129,3.0,No,Yes,No,product_mng,low
740,0.43,0.52,2.0,150,3.0,No,Yes,No,product_mng,low
741,0.66,0.93,5.0,253,5.0,No,Yes,No,product_mng,low
742,0.37,0.48,2.0,160,3.0,No,Yes,No,product_mng,low
743,0.77,0.92,5.0,235,5.0,No,Yes,No,IT,low
744,0.38,0.55,2.0,151,3.0,No,Yes,No,sales,low
745,0.39,0.54,2.0,127,3.0,No,Yes,No,sales,low
746,0.41,0.55,2.0,151,3.0,No,Yes,No,sales,low
747,0.1,0.9,7.0,290,4.0,No,Yes,No,sales,low
748,0.09,0.93,6.0,249,4.0,No,Yes,No,sales,low
749,0.41,0.47,2.0,131,3.0,No,Yes,No,marketing,medium
750,0.39,0.46,2.0,159,3.0,No,Yes,No,sales,medium
751,0.83,0.99,4.0,223,5.0,No,Yes,No,accounting,medium
752,0.09,0.87,3.0,214,2.0,No,Yes,No,support,medium
753,0.75,0.81,5.0,227,5.0,No,Yes,No,technical,medium
754,0.44,0.54,2.0,127,3.0,No,Yes,No,management,medium
755,0.1,0.84,6.0,293,5.0,No,Yes,No,marketing,medium
756,0.42,0.46,2.0,141,3.0,No,Yes,No,marketing,medium
757,0.1,0.83,6.0,300,4.0,No,Yes,No,marketing,medium
758,0.1,0.86,6.0,309,4.0,No,Yes,No,sales,medium
759,0.31,0.77,4.0,149,3.0,No,Yes,No,sales,medium
760,0.42,0.54,2.0,159,3.0,No,Yes,No,sales,medium
761,0.38,0.5,2.0,152,3.0,No,Yes,No,sales,high
762,0.39,0.57,2.0,158,3.0,No,Yes,No,sales,low
763,0.1,0.97,6.0,254,5.0,No,Yes,No,sales,medium
764,0.11,0.93,6.0,294,4.0,No,Yes,No,sales,medium
765,0.1,0.92,7.0,269,4.0,No,Yes,No,sales,medium
766,0.11,0.9,7.0,247,4.0,No,Yes,No,sales,medium
767,0.44,0.65,3.0,271,4.0,No,Yes,No,sales,low
768,0.91,0.96,4.0,232,5.0,No,Yes,No,sales,low
769,0.72,1.0,4.0,245,5.0,No,Yes,No,sales,low
770,0.36,0.46,2.0,132,3.0,No,Yes,No,sales,low
771,0.44,0.57,2.0,131,3.0,No,Yes,No,sales,low
772,0.85,0.99,5.0,248,5.0,No,Yes,No,sales,low
773,0.78,0.93,5.0,225,5.0,No,Yes,No,sales,low
774,0.39,0.46,2.0,156,3.0,No,Yes,No,sales,low
775,0.78,0.81,3.0,222,2.0,No,Yes,No,sales,low
776,0.1,0.92,6.0,243,4.0,Yes,Yes,No,sales,low
777,0.23,0.99,4.0,204,4.0,Yes,Yes,No,accounting,low
778,0.11,0.87,6.0,301,4.0,No,Yes,No,accounting,low
779,0.9,0.83,5.0,259,5.0,No,Yes,No,accounting,low
780,0.91,0.89,4.0,247,5.0,No,Yes,No,hr,low
781,0.11,0.79,7.0,295,4.0,No,Yes,No,hr,low
782,0.43,0.54,2.0,150,3.0,No,Yes,No,hr,low
783,0.45,0.49,2.0,151,3.0,No,Yes,No,hr,low
784,0.11,0.91,5.0,291,4.0,No,Yes,No,technical,low
785,0.11,0.93,6.0,253,4.0,Yes,Yes,No,technical,low
786,0.43,0.5,2.0,161,3.0,No,Yes,No,technical,low
787,0.91,0.97,4.0,251,6.0,No,Yes,No,technical,low
788,0.43,0.55,2.0,153,3.0,No,Yes,No,technical,medium
789,0.85,0.82,5.0,264,6.0,No,Yes,No,technical,medium
790,0.1,0.77,6.0,310,4.0,No,Yes,No,technical,medium
791,0.81,0.95,5.0,266,5.0,No,Yes,No,technical,medium
792,0.36,0.62,4.0,237,2.0,No,Yes,No,technical,medium
793,0.45,0.54,2.0,138,3.0,No,Yes,No,technical,medium
794,0.86,1.0,5.0,227,5.0,No,Yes,No,technical,medium
795,0.71,1.0,4.0,300,5.0,No,Yes,No,support,medium
796,0.11,0.97,7.0,310,4.0,No,Yes,No,support,medium
797,0.84,0.93,5.0,236,5.0,No,Yes,No,support,medium
798,0.09,0.97,7.0,288,4.0,No,Yes,No,support,medium
799,0.38,0.49,2.0,127,3.0,No,Yes,No,support,medium
800,0.15,0.55,6.0,139,4.0,No,Yes,No,support,high
801,0.1,0.92,7.0,253,4.0,Yes,Yes,No,support,low
802,0.8,0.97,4.0,218,5.0,Yes,Yes,No,support,medium
803,0.84,0.97,5.0,251,5.0,No,Yes,No,support,medium
804,0.11,0.87,6.0,264,4.0,No,Yes,No,support,medium
805,0.89,0.79,3.0,149,2.0,No,Yes,No,support,medium
806,0.45,0.51,2.0,138,3.0,No,Yes,No,technical,low
807,0.11,0.93,7.0,284,4.0,No,Yes,No,technical,low
808,0.74,0.93,5.0,244,5.0,No,Yes,No,technical,low
809,0.41,0.5,2.0,128,3.0,No,Yes,No,management,low
810,0.44,0.53,2.0,154,3.0,No,Yes,No,IT,low
811,0.37,0.56,2.0,138,3.0,No,Yes,No,IT,low
812,0.11,0.86,6.0,308,4.0,No,Yes,No,IT,low
813,0.1,0.93,6.0,269,4.0,No,Yes,No,IT,low
814,0.7,0.74,6.0,136,3.0,No,Yes,No,IT,low
815,0.38,0.53,2.0,138,3.0,No,Yes,No,product_mng,low
816,0.72,0.95,4.0,220,5.0,No,Yes,No,product_mng,low
817,0.73,1.0,5.0,274,5.0,No,Yes,No,product_mng,low
818,0.39,0.48,2.0,161,3.0,No,Yes,No,IT,low
819,0.89,0.82,5.0,224,6.0,No,Yes,No,RandD,low
820,0.89,1.0,4.0,260,5.0,No,Yes,No,RandD,low
821,0.11,0.78,6.0,300,4.0,Yes,Yes,No,RandD,low
822,0.43,0.56,2.0,133,3.0,No,Yes,No,RandD,low
823,0.09,0.93,6.0,308,4.0,No,Yes,No,RandD,low
824,0.81,0.9,5.0,238,6.0,No,Yes,No,marketing,low
825,0.37,0.53,2.0,126,3.0,No,Yes,No,sales,low
826,0.36,0.56,2.0,138,3.0,No,Yes,No,accounting,medium
827,0.11,0.85,6.0,299,4.0,No,Yes,No,support,medium
828,0.1,0.85,6.0,254,4.0,No,Yes,No,technical,medium
